year,race_id,circuit,rider_id,rider,country,team,constructor,position,points,classified
2001,2001_02,Phakisa Freeway,1660,Kenny Roberts Jr,US,,Suzuki,7.0,9.0,True
2001,2001_02,Phakisa Freeway,1567,Max Biaggi,IT,,Yamaha,8.0,8.0,True
2001,2001_02,Phakisa Freeway,1310,Alex Barros,BR,,Honda,9.0,7.0,True
2001,2001_02,Phakisa Freeway,1588,Sete Gibernau,ES,,Suzuki,10.0,6.0,True
2001,2001_02,Phakisa Freeway,1568,Jurgen Vd Goorbergh,NL,,Proton KR,11.0,5.0,True
2001,2001_02,Phakisa Freeway,1628,Haruchika Aoki,JP,,Honda,12.0,4.0,True
2001,2001_02,Phakisa Freeway,1669,Jose Luis Cardoso,ES,,Yamaha,13.0,3.0,True
2001,2001_02,Phakisa Freeway,1931,Anthony West,AU,,Honda,14.0,2.0,True
2001,2001_02,Phakisa Freeway,1744,Chris Walker,GB,,Honda,15.0,1.0,True
2001,2001_02,Phakisa Freeway,1714,Olivier Jacque,FR,,Yamaha,16.0,0.0,True
2001,2001_02,Phakisa Freeway,1897,Leon Haslam,GB,,Honda,17.0,0.0,True
2001,2001_02,Phakisa Freeway,1886,Johan Stigefelt,SE,,Sabre V4,18.0,0.0,True
2001,2001_02,Phakisa Freeway,2012,Barry Veneman,NL,,Honda,19.0,0.0,True
2001,2001_02,Phakisa Freeway,1873,Mark Willis,AU,,Pulse,20.0,0.0,True
2001,2001_02,Phakisa Freeway,1815,Jay Vincent,GB,,Pulse,,0.0,False
2001,2001_03,Jerez,1762,Valentino Rossi,IT,,Honda,1.0,25.0,True
2001,2001_03,Jerez,1664,Norick Abe,JP,,Yamaha,2.0,20.0,True
2001,2001_03,Jerez,1361,Alex Criville,ES,,Honda,3.0,16.0,True
2001,2001_03,Jerez,1875,Shinya Nakano,JP,,Yamaha,4.0,13.0,True
2001,2001_03,Jerez,1682,Tohru Ukawa,JP,,Honda,5.0,11.0,True
2001,2001_03,Jerez,1310,Alex Barros,BR,,Honda,6.0,10.0,True
2001,2001_03,Jerez,1660,Kenny Roberts Jr,US,,Suzuki,7.0,9.0,True
2001,2001_03,Jerez,1516,Loris Capirossi,IT,,Honda,8.0,8.0,True
2001,2001_03,Jerez,1626,Garry Mccoy,AU,,Yamaha,9.0,7.0,True
2001,2001_03,Jerez,1588,Sete Gibernau,ES,,Suzuki,10.0,6.0,True
2001,2001_03,Jerez,1567,Max Biaggi,IT,,Yamaha,11.0,5.0,True
2001,2001_03,Jerez,1871,Noriyuki Haga,JP,,Yamaha,12.0,4.0,True
2001,2001_03,Jerez,1568,Jurgen Vd Goorbergh,NL,,Proton KR,13.0,3.0,True
2001,2001_03,Jerez,1647,Carlos Checa,ES,,Yamaha,14.0,2.0,True
2001,2001_03,Jerez,1931,Anthony West,AU,,Honda,15.0,1.0,True
2001,2001_03,Jerez,1897,Leon Haslam,GB,,Honda,16.0,0.0,True
2001,2001_03,Jerez,1886,Johan Stigefelt,SE,,Sabre V4,17.0,0.0,True
2001,2001_03,Jerez,1815,Jay Vincent,GB,,Pulse,18.0,0.0,True
2001,2001_03,Jerez,1873,Mark Willis,AU,,Pulse,19.0,0.0,True
2001,2001_03,Jerez,1628,Haruchika Aoki,JP,,Honda,,0.0,False
2001,2001_04,Le Mans,1567,Max Biaggi,IT,,Yamaha,1.0,25.0,True
2001,2001_04,Le Mans,1647,Carlos Checa,ES,,Yamaha,2.0,20.0,True
2001,2001_04,Le Mans,1762,Valentino Rossi,IT,,Honda,3.0,16.0,True
2001,2001_04,Le Mans,1664,Norick Abe,JP,,Yamaha,4.0,13.0,True
2001,2001_04,Le Mans,1361,Alex Criville,ES,,Honda,5.0,11.0,True
2001,2001_04,Le Mans,1660,Kenny Roberts Jr,US,,Suzuki,6.0,10.0,True
2001,2001_04,Le Mans,1516,Loris Capirossi,IT,,Honda,7.0,9.0,True
2001,2001_04,Le Mans,1310,Alex Barros,BR,,Honda,8.0,8.0,True
2001,2001_04,Le Mans,1588,Sete Gibernau,ES,,Suzuki,9.0,7.0,True
2001,2001_04,Le Mans,1568,Jurgen Vd Goorbergh,NL,,Proton KR,10.0,6.0,True
2001,2001_04,Le Mans,1875,Shinya Nakano,JP,,Yamaha,11.0,5.0,True
2001,2001_04,Le Mans,1744,Chris Walker,GB,,Honda,12.0,4.0,True
2001,2001_04,Le Mans,1669,Jose Luis Cardoso,ES,,Yamaha,13.0,3.0,True
2001,2001_04,Le Mans,2012,Barry Veneman,NL,,Honda,14.0,2.0,True
2001,2001_04,Le Mans,1788,Jarno Janssen,NL,,Honda,15.0,1.0,True
2001,2001_04,Le Mans,1931,Anthony West,AU,,Honda,,0.0,False
2001,2001_06,Catalunya,1762,Valentino Rossi,IT,,Honda,1.0,25.0,True
2001,2001_06,Catalunya,1567,Max Biaggi,IT,,Yamaha,2.0,20.0,True
2001,2001_06,Catalunya,1516,Loris Capirossi,IT,,Honda,3.0,16.0,True
2001,2001_06,Catalunya,1875,Shinya Nakano,JP,,Yamaha,4.0,13.0,True
2001,2001_06,Catalunya,1588,Sete Gibernau,ES,,Suzuki,5.0,11.0,True
2001,2001_06,Catalunya,1664,Norick Abe,JP,,Yamaha,6.0,10.0,True
2001,2001_06,Catalunya,1682,Tohru Ukawa,JP,,Honda,7.0,9.0,True
2001,2001_06,Catalunya,1647,Carlos Checa,ES,,Yamaha,8.0,8.0,True
2001,2001_06,Catalunya,1568,Jurgen Vd Goorbergh,NL,,Proton KR,9.0,7.0,True
2001,2001_06,Catalunya,1871,Noriyuki Haga,JP,,Yamaha,10.0,6.0,True
2001,2001_06,Catalunya,1361,Alex Criville,ES,,Honda,11.0,5.0,True
2001,2001_06,Catalunya,1714,Olivier Jacque,FR,,Yamaha,12.0,4.0,True
2001,2001_06,Catalunya,1744,Chris Walker,GB,,Honda,13.0,3.0,True
2001,2001_06,Catalunya,1669,Jose Luis Cardoso,ES,,Yamaha,14.0,2.0,True
2001,2001_06,Catalunya,1628,Haruchika Aoki,JP,,Honda,15.0,1.0,True
2001,2001_06,Catalunya,1815,Jay Vincent,GB,,Pulse,16.0,0.0,True
2001,2001_06,Catalunya,1886,Johan Stigefelt,SE,,Sabre V4,17.0,0.0,True
2001,2001_06,Catalunya,1873,Mark Willis,AU,,Pulse,18.0,0.0,True
2001,2001_06,Catalunya,1897,Leon Haslam,GB,,Honda,,0.0,False
2001,2001_07,Assen,1567,Max Biaggi,IT,,Yamaha,1.0,25.0,True
2001,2001_07,Assen,1762,Valentino Rossi,IT,,Honda,2.0,20.0,True
2001,2001_07,Assen,1516,Loris Capirossi,IT,,Honda,3.0,16.0,True
2001,2001_07,Assen,1310,Alex Barros,BR,,Honda,4.0,13.0,True
2001,2001_07,Assen,1875,Shinya Nakano,JP,,Yamaha,5.0,11.0,True
2001,2001_07,Assen,1660,Kenny Roberts Jr,US,,Suzuki,6.0,10.0,True
2001,2001_07,Assen,1588,Sete Gibernau,ES,,Suzuki,7.0,9.0,True
2001,2001_07,Assen,1682,Tohru Ukawa,JP,,Honda,8.0,8.0,True
2001,2001_07,Assen,1568,Jurgen Vd Goorbergh,NL,,Proton KR,9.0,7.0,True
2001,2001_07,Assen,1871,Noriyuki Haga,JP,,Yamaha,10.0,6.0,True
2001,2001_07,Assen,1714,Olivier Jacque,FR,,Yamaha,11.0,5.0,True
2001,2001_07,Assen,1669,Jose Luis Cardoso,ES,,Yamaha,12.0,4.0,True
2001,2001_07,Assen,1897,Leon Haslam,GB,,Honda,13.0,3.0,True
2001,2001_07,Assen,1628,Haruchika Aoki,JP,,Honda,14.0,2.0,True
2001,2001_07,Assen,1931,Anthony West,AU,,Honda,15.0,1.0,True
2001,2001_07,Assen,1873,Mark Willis,AU,,Pulse,16.0,0.0,True
2001,2001_07,Assen,2012,Barry Veneman,NL,,Honda,17.0,0.0,True
2001,2001_07,Assen,1886,Johan Stigefelt,SE,,Sabre V4,18.0,0.0,True
2001,2001_07,Assen,1626,Garry Mccoy,AU,,Yamaha,,0.0,False
2001,2001_08,Donington Park,1762,Valentino Rossi,IT,,Honda,1.0,25.0,True
2001,2001_08,Donington Park,1567,Max Biaggi,IT,,Yamaha,2.0,20.0,True
2001,2001_08,Donington Park,1310,Alex Barros,BR,,Honda,3.0,16.0,True
2001,2001_08,Donington Park,1871,Noriyuki Haga,JP,,Yamaha,4.0,13.0,True
2001,2001_08,Donington Park,1647,Carlos Checa,ES,,Yamaha,5.0,11.0,True
2001,2001_08,Donington Park,1875,Shinya Nakano,JP,,Yamaha,6.0,10.0,True
2001,2001_08,Donington Park,1361,Alex Criville,ES,,Honda,7.0,9.0,True
2001,2001_08,Donington Park,1660,Kenny Roberts Jr,US,,Suzuki,8.0,8.0,True
2001,2001_08,Donington Park,1714,Olivier Jacque,FR,,Yamaha,9.0,7.0,True
2001,2001_08,Donington Park,1516,Loris Capirossi,IT,,Honda,10.0,6.0,True
2001,2001_08,Donington Park,1588,Sete Gibernau,ES,,Suzuki,11.0,5.0,True
2001,2001_08,Donington Park,1568,Jurgen Vd Goorbergh,NL,,Proton KR,12.0,4.0,True
2001,2001_08,Donington Park,1815,Jay Vincent,GB,,Yamaha,13.0,3.0,True
2001,2001_08,Donington Park,1931,Anthony West,AU,,Honda,14.0,2.0,True
2001,2001_08,Donington Park,1744,Chris Walker,GB,,Honda,15.0,1.0,True
2001,2001_08,Donington Park,1682,Tohru Ukawa,JP,,Honda,16.0,0.0,True
2001,2001_08,Donington Park,1897,Leon Haslam,GB,,Honda,17.0,0.0,True
2001,2001_08,Donington Park,1886,Johan Stigefelt,SE,,Sabre V4,18.0,0.0,True
2001,2001_08,Donington Park,1873,Mark Willis,AU,,Pulse,19.0,0.0,True
2001,2001_08,Donington Park,1783,Sebastien Gimbert,FR,,Paton,,0.0,False
2001,2001_09,Sachsenring,1567,Max Biaggi,IT,,Yamaha,1.0,25.0,True
2001,2001_09,Sachsenring,1647,Carlos Checa,ES,,Yamaha,2.0,20.0,True
2001,2001_09,Sachsenring,1875,Shinya Nakano,JP,,Yamaha,3.0,16.0,True
2001,2001_09,Sachsenring,1664,Norick Abe,JP,,Yamaha,4.0,13.0,True
2001,2001_09,Sachsenring,1310,Alex Barros,BR,,Honda,5.0,11.0,True
2001,2001_09,Sachsenring,1714,Olivier Jacque,FR,,Yamaha,6.0,10.0,True
2001,2001_09,Sachsenring,1762,Valentino Rossi,IT,,Honda,7.0,9.0,True
2001,2001_09,Sachsenring,1516,Loris Capirossi,IT,,Honda,8.0,8.0,True
2001,2001_09,Sachsenring,1660,Kenny Roberts Jr,US,,Suzuki,9.0,7.0,True
2001,2001_09,Sachsenring,1588,Sete Gibernau,ES,,Suzuki,10.0,6.0,True
2001,2001_09,Sachsenring,1626,Garry Mccoy,AU,,Yamaha,11.0,5.0,True
2001,2001_09,Sachsenring,1871,Noriyuki Haga,JP,,Yamaha,12.0,4.0,True
2001,2001_09,Sachsenring,1669,Jose Luis Cardoso,ES,,Yamaha,13.0,3.0,True
2001,2001_09,Sachsenring,1568,Jurgen Vd Goorbergh,NL,,Proton KR,14.0,2.0,True
2001,2001_09,Sachsenring,1931,Anthony West,AU,,Honda,15.0,1.0,True
2001,2001_09,Sachsenring,1815,Jay Vincent,GB,,Pulse,16.0,0.0,True
2001,2001_09,Sachsenring,1897,Leon Haslam,GB,,Honda,,0.0,False
2001,2001_10,Brno,1762,Valentino Rossi,IT,,Honda,1.0,25.0,True
2001,2001_10,Brno,1361,Alex Criville,ES,,Honda,2.0,20.0,True
2001,2001_10,Brno,1516,Loris Capirossi,IT,,Honda,3.0,16.0,True
2001,2001_10,Brno,1664,Norick Abe,JP,,Yamaha,4.0,13.0,True
2001,2001_10,Brno,1682,Tohru Ukawa,JP,,Honda,5.0,11.0,True
2001,2001_10,Brno,1626,Garry Mccoy,AU,,Yamaha,6.0,10.0,True
2001,2001_10,Brno,1647,Carlos Checa,ES,,Yamaha,7.0,9.0,True
2001,2001_10,Brno,1588,Sete Gibernau,ES,,Suzuki,8.0,8.0,True
2001,2001_10,Brno,1310,Alex Barros,BR,,Honda,9.0,7.0,True
2001,2001_10,Brno,1567,Max Biaggi,IT,,Yamaha,10.0,6.0,True
2001,2001_10,Brno,1871,Noriyuki Haga,JP,,Yamaha,11.0,5.0,True
2001,2001_10,Brno,1714,Olivier Jacque,FR,,Yamaha,12.0,4.0,True
2001,2001_10,Brno,1669,Jose Luis Cardoso,ES,,Yamaha,13.0,3.0,True
2001,2001_10,Brno,1628,Haruchika Aoki,JP,,Honda,14.0,2.0,True
2001,2001_10,Brno,1886,Johan Stigefelt,SE,,Sabre V4,15.0,1.0,True
2001,2001_10,Brno,2012,Barry Veneman,NL,,Honda,16.0,0.0,True
2001,2001_10,Brno,1875,Shinya Nakano,JP,,Yamaha,,0.0,False
2001,2001_11,Estoril,1762,Valentino Rossi,IT,,Honda,1.0,25.0,True
2001,2001_11,Estoril,1516,Loris Capirossi,IT,,Honda,2.0,20.0,True
2001,2001_11,Estoril,1626,Garry Mccoy,AU,,Yamaha,3.0,16.0,True
2001,2001_11,Estoril,1647,Carlos Checa,ES,,Yamaha,4.0,13.0,True
2001,2001_11,Estoril,1567,Max Biaggi,IT,,Yamaha,5.0,11.0,True
2001,2001_11,Estoril,1660,Kenny Roberts Jr,US,,Suzuki,6.0,10.0,True
2001,2001_11,Estoril,1568,Jurgen Vd Goorbergh,NL,,Proton KR,7.0,9.0,True
2001,2001_11,Estoril,1714,Olivier Jacque,FR,,Yamaha,8.0,8.0,True
2001,2001_11,Estoril,1875,Shinya Nakano,JP,,Yamaha,9.0,7.0,True
2001,2001_11,Estoril,1669,Jose Luis Cardoso,ES,,Yamaha,10.0,6.0,True
2001,2001_11,Estoril,1628,Haruchika Aoki,JP,,Honda,11.0,5.0,True
2001,2001_11,Estoril,1931,Anthony West,AU,,Honda,12.0,4.0,True
2001,2001_11,Estoril,1886,Johan Stigefelt,SE,,Sabre V4,13.0,3.0,True
2001,2001_11,Estoril,2011,Brendan Clarke,AU,,Honda,14.0,2.0,True
2001,2001_11,Estoril,2012,Barry Veneman,NL,,Honda,15.0,1.0,True
2001,2001_11,Estoril,1664,Norick Abe,JP,,Yamaha,,0.0,False
2001,2001_12,Ricardo Tormo,1588,Sete Gibernau,ES,,Suzuki,1.0,25.0,True
2001,2001_12,Ricardo Tormo,1310,Alex Barros,BR,,Honda,2.0,20.0,True
2001,2001_12,Ricardo Tormo,1660,Kenny Roberts Jr,US,,Suzuki,3.0,16.0,True
2001,2001_12,Ricardo Tormo,1647,Carlos Checa,ES,,Yamaha,4.0,13.0,True
2001,2001_12,Ricardo Tormo,1714,Olivier Jacque,FR,,Yamaha,5.0,11.0,True
2001,2001_12,Ricardo Tormo,1682,Tohru Ukawa,JP,,Honda,6.0,10.0,True
2001,2001_12,Ricardo Tormo,1875,Shinya Nakano,JP,,Yamaha,7.0,9.0,True
2001,2001_12,Ricardo Tormo,1664,Norick Abe,JP,,Yamaha,8.0,8.0,True
2001,2001_12,Ricardo Tormo,1568,Jurgen Vd Goorbergh,NL,,Proton KR,9.0,7.0,True
2001,2001_12,Ricardo Tormo,1567,Max Biaggi,IT,,Yamaha,10.0,6.0,True
2001,2001_12,Ricardo Tormo,1762,Valentino Rossi,IT,,Honda,11.0,5.0,True
2001,2001_12,Ricardo Tormo,1626,Garry Mccoy,AU,,Yamaha,12.0,4.0,True
2001,2001_12,Ricardo Tormo,1931,Anthony West,AU,,Honda,13.0,3.0,True
2001,2001_12,Ricardo Tormo,1886,Johan Stigefelt,SE,,Sabre V4,14.0,2.0,True
2001,2001_12,Ricardo Tormo,2012,Barry Veneman,NL,,Honda,15.0,1.0,True
2001,2001_12,Ricardo Tormo,1897,Leon Haslam,GB,,Honda,16.0,0.0,True
2001,2001_12,Ricardo Tormo,1669,Jose Luis Cardoso,ES,,Yamaha,17.0,0.0,True
2001,2001_12,Ricardo Tormo,1628,Haruchika Aoki,JP,,Honda,,0.0,False
2001,2001_13,Motegi,1762,Valentino Rossi,IT,,Honda,1.0,25.0,True
2001,2001_13,Motegi,1310,Alex Barros,BR,,Honda,2.0,20.0,True
2001,2001_13,Motegi,1516,Loris Capirossi,IT,,Honda,3.0,16.0,True
2001,2001_13,Motegi,1664,Norick Abe,JP,,Yamaha,4.0,13.0,True
2001,2001_13,Motegi,1682,Tohru Ukawa,JP,,Honda,5.0,11.0,True
2001,2001_13,Motegi,1875,Shinya Nakano,JP,,Yamaha,6.0,10.0,True
2001,2001_13,Motegi,1647,Carlos Checa,ES,,Yamaha,7.0,9.0,True
2001,2001_13,Motegi,1660,Kenny Roberts Jr,US,,Suzuki,8.0,8.0,True
2001,2001_13,Motegi,1588,Sete Gibernau,ES,,Suzuki,9.0,7.0,True
2001,2001_13,Motegi,1814,Yukio Kagayama,JP,,Suzuki,10.0,6.0,True
2001,2001_13,Motegi,1361,Alex Criville,ES,,Honda,11.0,5.0,True
2001,2001_13,Motegi,1626,Garry Mccoy,AU,,Yamaha,12.0,4.0,True
2001,2001_13,Motegi,1669,Jose Luis Cardoso,ES,,Yamaha,13.0,3.0,True
2001,2001_13,Motegi,1931,Anthony West,AU,,Honda,14.0,2.0,True
2001,2001_13,Motegi,1897,Leon Haslam,GB,,Honda,15.0,1.0,True
2001,2001_13,Motegi,2012,Barry Veneman,NL,,Honda,16.0,0.0,True
2001,2001_13,Motegi,2011,Brendan Clarke,AU,,Honda,17.0,0.0,True
2001,2001_13,Motegi,1886,Johan Stigefelt,SE,,Sabre V4,,0.0,False
2001,2001_14,Phillip Island,1762,Valentino Rossi,IT,,Honda,1.0,25.0,True
2001,2001_14,Phillip Island,1567,Max Biaggi,IT,,Yamaha,2.0,20.0,True
2001,2001_14,Phillip Island,1516,Loris Capirossi,IT,,Honda,3.0,16.0,True
2001,2001_14,Phillip Island,1310,Alex Barros,BR,,Honda,4.0,13.0,True
2001,2001_14,Phillip Island,1682,Tohru Ukawa,JP,,Honda,5.0,11.0,True
2001,2001_14,Phillip Island,1714,Olivier Jacque,FR,,Yamaha,6.0,10.0,True
2001,2001_14,Phillip Island,1875,Shinya Nakano,JP,,Yamaha,7.0,9.0,True
2001,2001_14,Phillip Island,1871,Noriyuki Haga,JP,,Yamaha,8.0,8.0,True
2001,2001_14,Phillip Island,1588,Sete Gibernau,ES,,Suzuki,9.0,7.0,True
2001,2001_14,Phillip Island,1568,Jurgen Vd Goorbergh,NL,,Proton KR,10.0,6.0,True
2001,2001_14,Phillip Island,1361,Alex Criville,ES,,Honda,11.0,5.0,True
2001,2001_14,Phillip Island,1931,Anthony West,AU,,Honda,12.0,4.0,True
2001,2001_14,Phillip Island,1664,Norick Abe,JP,,Yamaha,13.0,3.0,True
2001,2001_14,Phillip Island,1628,Haruchika Aoki,JP,,Honda,14.0,2.0,True
2001,2001_14,Phillip Island,1660,Kenny Roberts Jr,US,,Suzuki,15.0,1.0,True
2001,2001_14,Phillip Island,1647,Carlos Checa,ES,,Yamaha,16.0,0.0,True
2001,2001_14,Phillip Island,1886,Johan Stigefelt,SE,,Sabre V4,17.0,0.0,True
2001,2001_14,Phillip Island,2012,Barry Veneman,NL,,Honda,18.0,0.0,True
2001,2001_14,Phillip Island,1897,Leon Haslam,GB,,Honda,19.0,0.0,True
2001,2001_14,Phillip Island,2011,Brendan Clarke,AU,,Honda,20.0,0.0,True
2001,2001_14,Phillip Island,1669,Jose Luis Cardoso,ES,,Yamaha,,0.0,False
2001,2001_15,Sepang,1762,Valentino Rossi,IT,,Honda,1.0,25.0,True
2001,2001_15,Sepang,1516,Loris Capirossi,IT,,Honda,2.0,20.0,True
2001,2001_15,Sepang,1626,Garry Mccoy,AU,,Yamaha,3.0,16.0,True
2001,2001_15,Sepang,1875,Shinya Nakano,JP,,Yamaha,4.0,13.0,True
2001,2001_15,Sepang,1682,Tohru Ukawa,JP,,Honda,5.0,11.0,True
2001,2001_15,Sepang,1361,Alex Criville,ES,,Honda,6.0,10.0,True
2001,2001_15,Sepang,1310,Alex Barros,BR,,Honda,7.0,9.0,True
2001,2001_15,Sepang,1588,Sete Gibernau,ES,,Suzuki,8.0,8.0,True
2001,2001_15,Sepang,1871,Noriyuki Haga,JP,,Yamaha,9.0,7.0,True
2001,2001_15,Sepang,1647,Carlos Checa,ES,,Yamaha,10.0,6.0,True
2001,2001_15,Sepang,1669,Jose Luis Cardoso,ES,,Yamaha,11.0,5.0,True
2001,2001_15,Sepang,1931,Anthony West,AU,,Honda,12.0,4.0,True
2001,2001_15,Sepang,1664,Norick Abe,JP,,Yamaha,13.0,3.0,True
2001,2001_15,Sepang,2011,Brendan Clarke,AU,,Honda,14.0,2.0,True
2001,2001_15,Sepang,1897,Leon Haslam,GB,,Honda,15.0,1.0,True
2001,2001_15,Sepang,1568,Jurgen Vd Goorbergh,NL,,Proton KR,,0.0,False
2002,2002_01,Suzuka,1762,Valentino Rossi,IT,,Honda,1.0,25.0,True
2002,2002_01,Suzuka,1977,Akira Ryo,JP,,Suzuki,2.0,20.0,True
2002,2002_01,Suzuka,1647,Carlos Checa,ES,,Yamaha,3.0,16.0,True
2002,2002_01,Suzuka,1343,Shinichi Ito,JP,,Honda,4.0,13.0,True
2002,2002_01,Suzuka,1664,Norick Abe,JP,,Yamaha,5.0,11.0,True
2002,2002_01,Suzuka,1310,Alex Barros,BR,,Honda,6.0,10.0,True
2002,2002_01,Suzuka,1509,Nobuatsu Aoki,JP,,Proton KR,7.0,9.0,True
2002,2002_01,Suzuka,1607,Regis Laconi,FR,,Aprilia,8.0,8.0,True
2002,2002_01,Suzuka,1516,Loris Capirossi,IT,,Honda,9.0,7.0,True
2002,2002_01,Suzuka,1771,Daijiro Kato,JP,,Honda,10.0,6.0,True
2002,2002_01,Suzuka,1508,Tetsuya Harada,JP,,Honda,11.0,5.0,True
2002,2002_01,Suzuka,2049,John Hopkins,US,,Yamaha,12.0,4.0,True
2002,2002_01,Suzuka,1626,Garry Mccoy,AU,,Yamaha,,0.0,False
2002,2002_02,Phakisa Freeway,1682,Tohru Ukawa,JP,,Honda,1.0,25.0,True
2002,2002_02,Phakisa Freeway,1762,Valentino Rossi,IT,,Honda,2.0,20.0,True
2002,2002_02,Phakisa Freeway,1516,Loris Capirossi,IT,,Honda,3.0,16.0,True
2002,2002_02,Phakisa Freeway,1771,Daijiro Kato,JP,,Honda,4.0,13.0,True
2002,2002_02,Phakisa Freeway,1647,Carlos Checa,ES,,Yamaha,5.0,11.0,True
2002,2002_02,Phakisa Freeway,1714,Olivier Jacque,FR,,Yamaha,6.0,10.0,True
2002,2002_02,Phakisa Freeway,1664,Norick Abe,JP,,Yamaha,7.0,9.0,True
2002,2002_02,Phakisa Freeway,1875,Shinya Nakano,JP,,Yamaha,8.0,8.0,True
2002,2002_02,Phakisa Freeway,1567,Max Biaggi,IT,,Yamaha,9.0,7.0,True
2002,2002_02,Phakisa Freeway,1626,Garry Mccoy,AU,,Yamaha,10.0,6.0,True
2002,2002_02,Phakisa Freeway,1568,Jurgen Vd Goorbergh,NL,,Honda,11.0,5.0,True
2002,2002_02,Phakisa Freeway,1508,Tetsuya Harada,JP,,Honda,12.0,4.0,True
2002,2002_02,Phakisa Freeway,1645,Pere Riba,ES,,Yamaha,13.0,3.0,True
2002,2002_02,Phakisa Freeway,2049,John Hopkins,US,,Yamaha,14.0,2.0,True
2002,2002_02,Phakisa Freeway,1607,Regis Laconi,FR,,Aprilia,15.0,1.0,True
2002,2002_02,Phakisa Freeway,1588,Sete Gibernau,ES,,Suzuki,16.0,0.0,True
2002,2002_02,Phakisa Freeway,1619,Jeremy Mcwilliams,GB,,Proton KR,,0.0,False
2002,2002_03,Jerez,1762,Valentino Rossi,IT,,Honda,1.0,25.0,True
2002,2002_03,Jerez,1771,Daijiro Kato,JP,,Honda,2.0,20.0,True
2002,2002_03,Jerez,1682,Tohru Ukawa,JP,,Honda,3.0,16.0,True
2002,2002_03,Jerez,1516,Loris Capirossi,IT,,Honda,4.0,13.0,True
2002,2002_03,Jerez,1310,Alex Barros,BR,,Honda,5.0,11.0,True
2002,2002_03,Jerez,1664,Norick Abe,JP,,Yamaha,6.0,10.0,True
2002,2002_03,Jerez,1509,Nobuatsu Aoki,JP,,Proton KR,7.0,9.0,True
2002,2002_03,Jerez,1660,Kenny Roberts Jr,US,,Suzuki,8.0,8.0,True
2002,2002_03,Jerez,1588,Sete Gibernau,ES,,Suzuki,9.0,7.0,True
2002,2002_03,Jerez,1508,Tetsuya Harada,JP,,Honda,10.0,6.0,True
2002,2002_03,Jerez,1714,Olivier Jacque,FR,,Yamaha,11.0,5.0,True
2002,2002_03,Jerez,1568,Jurgen Vd Goorbergh,NL,,Honda,12.0,4.0,True
2002,2002_03,Jerez,2049,John Hopkins,US,,Yamaha,13.0,3.0,True
2002,2002_03,Jerez,1607,Regis Laconi,FR,,Aprilia,14.0,2.0,True
2002,2002_03,Jerez,1626,Garry Mccoy,AU,,Yamaha,15.0,1.0,True
2002,2002_03,Jerez,1619,Jeremy Mcwilliams,GB,,Proton KR,16.0,0.0,True
2002,2002_03,Jerez,1875,Shinya Nakano,JP,,Yamaha,17.0,0.0,True
2002,2002_03,Jerez,1567,Max Biaggi,IT,,Yamaha,,0.0,False
2002,2002_04,Le Mans,1762,Valentino Rossi,IT,,Honda,1.0,25.0,True
2002,2002_04,Le Mans,1682,Tohru Ukawa,JP,,Honda,2.0,20.0,True
2002,2002_04,Le Mans,1567,Max Biaggi,IT,,Yamaha,3.0,16.0,True
2002,2002_04,Le Mans,1664,Norick Abe,JP,,Yamaha,4.0,13.0,True
2002,2002_04,Le Mans,1660,Kenny Roberts Jr,US,,Suzuki,5.0,11.0,True
2002,2002_04,Le Mans,1509,Nobuatsu Aoki,JP,,Proton KR,6.0,10.0,True
2002,2002_04,Le Mans,1516,Loris Capirossi,IT,,Honda,7.0,9.0,True
2002,2002_04,Le Mans,1310,Alex Barros,BR,,Honda,8.0,8.0,True
2002,2002_04,Le Mans,1607,Regis Laconi,FR,,Aprilia,9.0,7.0,True
2002,2002_04,Le Mans,1619,Jeremy Mcwilliams,GB,,Proton KR,10.0,6.0,True
2002,2002_04,Le Mans,2049,John Hopkins,US,,Yamaha,11.0,5.0,True
2002,2002_04,Le Mans,1588,Sete Gibernau,ES,,Suzuki,12.0,4.0,True
2002,2002_04,Le Mans,1875,Shinya Nakano,JP,,Yamaha,13.0,3.0,True
2002,2002_04,Le Mans,1604,Jean Michel Bayle,FR,,Yamaha,14.0,2.0,True
2002,2002_04,Le Mans,1568,Jurgen Vd Goorbergh,NL,,Honda,15.0,1.0,True
2002,2002_04,Le Mans,1669,Jose Luis Cardoso,ES,,Yamaha,16.0,0.0,True
2002,2002_04,Le Mans,1647,Carlos Checa,ES,,Yamaha,,0.0,False
2002,2002_05,Mugello,1762,Valentino Rossi,IT,,Honda,1.0,25.0,True
2002,2002_05,Mugello,1567,Max Biaggi,IT,,Yamaha,2.0,20.0,True
2002,2002_05,Mugello,1682,Tohru Ukawa,JP,,Honda,3.0,16.0,True
2002,2002_05,Mugello,1647,Carlos Checa,ES,,Yamaha,4.0,13.0,True
2002,2002_05,Mugello,1310,Alex Barros,BR,,Honda,5.0,11.0,True
2002,2002_05,Mugello,1516,Loris Capirossi,IT,,Honda,6.0,10.0,True
2002,2002_05,Mugello,1664,Norick Abe,JP,,Yamaha,7.0,9.0,True
2002,2002_05,Mugello,1607,Regis Laconi,FR,,Aprilia,8.0,8.0,True
2002,2002_05,Mugello,1714,Olivier Jacque,FR,,Yamaha,9.0,7.0,True
2002,2002_05,Mugello,1508,Tetsuya Harada,JP,,Honda,10.0,6.0,True
2002,2002_05,Mugello,1875,Shinya Nakano,JP,,Yamaha,11.0,5.0,True
